goodreads_id,title,author,my_rating,my_review,genres
17572327,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,2,"I've seen the movie, obviously, and it was fun. It's hard to disentangle the nostalgia of the movie from the reading experience. The novel certain has an interesting framing, with the story within a story, and the whole meta conversation. <br/><br/>But unique framings are not enough to get a high rating. Novels should be interesting or compelling or exciting or thoughtful or funny, or anything damn it. And I just don't know that I got much from this. I don't remember laughing at any point. I don't remember thinking deeply. I don't remember being excited or eagerly waiting so see what was next. <br/><br/>On top of this, the book has some real issues. Every female character in the entire novel is somehow utilized for her sex appeal. The starlet at the beginning exists exclusively to be sexy and tempt our main character, and to frame his as a powerful man in film. The lawyer at the ending exists exclusively to be sexy and tempt our main character. Before you protest that she has agency, any real conflict she brings to the story isn't her own, it's at the leisure of another man, Stephen King, to resolve. The countess in the book exists to be alluring and rich and to tempt the FMC's love interest. The FMC herself exists explicitly to be beautiful and sexy and tempt literally everyone. And the continuation in Buttercup's Baby is no improvement -- Indigo's love interest doesn't merely exist to be sexy, she is quite literally the explicit manifestation of his fantasies.<br/><br/>For a book that drones on and on about true love, it sure does manage to marginalize it. There's a fascinating aspect to love -- that we hold it in higher esteem when it is undeserved. <br/><br/>Reading this, I don't see any valuable love. I see cheap and obvious love. I find myself thinking, ""Oh, so you love the literal most beautiful woman on earth? Good for you, who wouldn't?"" ""Oh, so you love the man who beat the best fencer, then the most intelligent criminal, then the strongest giant, who became the rich and famous pirate captain, is a natural leader, owns boat, who braves death to find you, who's actual catchphrase is 'as you wish?'"" Girl, that's not love, that common sense.<br/><br/>It should be noted that our male love intrest is the smartest, strongest, and most capable man on earth, and our female love interest is a little dumb, but by golly she sure is the most physically attractive girl on earth. <br/><br/>I'm sure there is someone out there smiling at my naive inability to recognize satire when it stares me in the face, but I can hardly justify the label when the gross tropes are accompanied by no cutting bite.<br/><br/>I had originally given this 3 stars, but after thinking about it more, I've dropped to 2.<br/><br/><blockquote>I don't mind killing a girl. God does it all the time, and if it doesn't bother him, then why let it bother you.</blockquote>",Fantasy|Classics|Fiction|Romance|Humor|Adventure|Young Adult
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,4,"You know, I'm usually really picky about the technical details making sense in a novel. It bothers me endlessly when all the facts don't line up, and this novel has some obvious silliness going on. Like, why do golds always need to lead the charge and be involved on the ground? Could they really have kept the reds in the dark all these centuries? Why are human soldiers still relevant in this age of space travel? Why would that EMP be set of by a human and not a radio signal? Why won't he just tell the damn girl?<br/><br/>But for some reason, most of these things never manage to bother me as I read. I think it is a combination of three things: <br/>- for most of these it's easy to come up with my own head canon even if the author doesn't directly explain it<br/>- non-sensical elements never really ruin the plot for me<br/>- the book is simply too fast paced for me to dwell too much on anything amiss<br/><br/>In terms of head canon, the EMP thing seems ridiculous. Why would you have a living human set off an EMP when radio, wifi, and bluetooth exist. But then you remember that they spend half the battle talking about jamming signals, and it makes a sort of sense. Why do golds charge into battle? It's ridiculous. But then you can say to yourself that at least among the elite golds, who grow up on stories of battle and conquest and pride and glory, it makes a certain cultural sense. And it's pretty easy to come up with a reasonable explanation like this for most of the problematic areas. <br/><br/>In terms of ruining the plot, the questionable element is rarely something integral, like when there is a massive conflict underpinned by simple communication error, and I'm forced to be stressed out while the characters make obviously ridiculous decisions. Instead it's more like, sure, he won't tell the girl, but their relationship is only a little strained, not destroyed, and there seem to be pretty damn good reasons for not telling her. To take another example, yes, I find it hard to believe that the reds would have never found out the truth after centuries in the dark, but it's also easy to imagine the brutal murders of entire towns if word ever emerged...maybe it's not that unlikely after all.<br/><br/>As for fast paced, I think that speaks for itself. At times, I think that this book might even be a little too fast paced, with the action overwhelming the chance for character development.<br/><br/>On to the actual review...overall, this book was a fast-paced and exciting sequel to Red Rising. I think I may have liked it a little less, but not enough to downgrade the 4 star rating. The ending was marvelous. ",Science Fiction|Fantasy|Fiction|Dystopia|Audiobook|Young Adult|Adult
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,4,"Surprisingly good. Exciting, interesting characters, good plot. Easy 4 stars.<br/><br/>It took me a little while to really get into it, but it has some really exciting and fun battle scenes by the end. It also had a pretty nice leadership character arc for the MC. <br/><br/>The narrator, Tim Gerard Reynolds, was excellent. Delivered some very powerful lines.<br/><br/><blockquote><br/>You do not follow me because I am the strongest. Pax is. <br/>You do not follow me because I am the brightest. Mustang is. <br/>You follow me because you do not know where you are going. I do<br/></blockquote><br/><br/>There is one key necessary suspension of disbelief, mainly regarding MC's improbably high intelligence and test performance. I think it is mostly explained away by the test being of lateral thinking and not necessarily of knowledge, but one still wonders why the rest of the golds couldn't get some body and brain mods to do better at the test, and how we ended up with such a brilliant kid being chosen to be plucked out of the slums. I can't say that it bothered me much during the story, mainly because I think we all know how these stories are supposed to go, and it's fun to just go along for the ride with a prodigy. The author also balances it out with failures along the way and the fast pace and engaging writing.",Science Fiction|Fantasy|Fiction|Dystopia|Young Adult|Audiobook|Book Club
33396914,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,3,"Overall, this was a good series. Good plot, interesting magic, strong characters. It has a few minor problems which I have mentioned in the previous reviews -- mainly that it isn't as exciting as many modern works, the characters are sometimes stupider than the reader, and the author often inserts needlessly clumsy reminders of past details. For all that though, I enjoyed it.<br/><br/>Here are a few jottings I made throughout when things annoyed me.<br/><br/>Hear the beginning, I found myself getting pretty annoyed here and there with Fitz's refusal to allow any kind of help and his insistence on keeping secrets, but at least it tracks with his history of dumb decisions.<br/><br/>As the end approached I was repeatedly aghast that they couldn't figure out obvious plot points, such as needing to wit to the elderlings, which, if it wasn't obvious enough from the fools prophesies, was <i>painfully</i> obvious as soon as they found the elderlings. The author really wanted me to stretch my imagination at the end to believe the characters so stupid as to not realize the ""statues"" were the elderlings, and the wit was the secret to waking them.<br/><br/>And then the fool suddenly asking about Molly could not be more suspicious. This is one of the few times I felt that Hobb let the desire for a certain plot muddle the actual expected actions of the characters. There is no way this sudden questioning could have gone unnoticed, as it was clearly telegraphed to the reader the moment it was done. <br/><br/>And to compound on all this the silly refusal of the party to understand Verity's actions...there at the end the author really leaned into how utterly blind all the characters were in order to have the plot work out in a certain way.<br/><br/>And of course I disagree strongly with Fitz's silly refusal to be acknowledged. It's hard for me to say whether I think it is bad character writing or I just disagree with the choice, maybe more of the latter.<br/><br/>Oh, and it's like every new female character immediately wants to get into bed with Fitz. I wouldn't say this series has male gaze, and as we all know this series was written by a woman, but somehow it still sticks out like a sore thumb. I think it is partially how the author handles it. Sure, I know that even in the real world, there are some men who are effortlessly attractive and have a disproportionate amount of partners. But they don't attract <i>every</i> woman. <br/><br/>I probably wouldn't hesitate too much to recommend this series to a fantasy fan, however it would come with the caveat that it reads like an older series and has a slow burn and shouldn't be expected to be fast page turner.",Fantasy|Fiction|Epic Fantasy|High Fantasy|Audiobook|Dragons|Adventure
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,3,"For starters, I hate these intros where he is an old man and he tells you things about the overall plot. What is this weird desire to spoil things for me??  <br/><br/>Secondly, I hate, HATE this ridiculous romantic conflict arising from miscommunication trope. It's almost enough to make me put the book down.<br/><br/>It's also pretty annoying dealing with the intellectual incompetence of the characters.<br/>- fool clearly saying the wit is how to contact the dragons<br/>- queen having the wit<br/>- bastard fighting the white magician with the wit, and no one understanding<br/>- the forged not being detectable by the wit<br/><br/>And by god, could it be more obvious that Molly is pregnant? Just exactly how stupid is our main character??<br/><br/>It also seems pretty off to me how little is made of Fitz's battle prowess. By all accounts he should be loved and respected by his fighting peers, and his reputation should spread throughout the keep. Yet somehow the author never makes anything of this. I don't think I've ever seen the bond of fighting men treated so casually in all of literature.  <br/><br/>Sometimes it just gets a little too ridiculous how none of the common folk can see Royal's constant betrayals. How he abandoned the queen to die but no one mentions it. How he abandoned the raided town but everyone acts like it was he who sent out the message, despite many witnesses. And on and on. I don't mind having his conniving manipulation of the rumor mill be a plot point, but sometimes its effects are exaggerated further than I can believe.<br/><br/>How in the fuck do all these morons maintain this incredible ignorance?<br/><br/>The writer has this extraordinarily clumsy way of pointedly reminding you of who characters are and what happened a couple of chapters ago. She'll bring up a character we haven't seen in a while and proceed to give a little book report on them as if we had not a single neuron in our brains to remember anything. Truly, I often struggle when a book has too many characters to remember who is who, and I can certainly appreciate a gentle reminder here and there, but by god this writer goes overboard with it to an almost insulting degree.<br/><br/>For all this though, the book has an interesting an unique plot with a wonderful magic system. The characters are strong and 3 dimensional, and even if the book doesn't exactly turn pages, you still can't help but plow on. <br/><br/>I think this second installment impressed me more than the first, but I still struggle to give it a full 4 stars. 3.5 rounded down, as I still don't know that this would be my strongest recommendation.",Fantasy|Fiction|Epic Fantasy|High Fantasy|Audiobook|Magic|Adult
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,3,"A fun and enjoyable read. This book sort of has an old, dated feel, especially in the pacing and the action. It is certainly slower and less of a page turner than its modern fantasy contemporaries. However after suffering through the endlessly ill-considered plot and characters of Rothfuss, this book is a breath of fresh air. <br/><br/>It has interesting and distinct characters whose actions make sense, and a plot that is driven by logic rather than the random whims of the author. Had this book been a bit more exciting, I would have given it 4 stars, but as it is, I'll give it 3.5 rounded down to 4, since I although I would mention it as interesting fantasy, it's not something I'm itching to recommend. ",Fantasy|Fiction|High Fantasy|Epic Fantasy|Audiobook|Adult|Magic
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,3,"In general, this is similar to the first book; a self-indulgent male fantasy with weak characters and a plot that is more concerned with aligning to the author's grand plan than in actually making sense. It must be admitted that it is fun to read, but its flaws in plot and character writing are overwhelming.<br/><br/>I don't know if I have the desire to fully enumerate all of its shortcomings, and this review will be rather low effort, but I'll list a few things as they come to me. <br/><br/>God, the section with the malfeasance was so dumb. 1) the writing. it's just so convenient that MC supposedly can't go to the masters about it. The author is always setting up too-convenient sequences like this. But even setting up this supposed rationale, the whole sequence was miserably considered. First, lets say that I buy that he can't go officially to the masters. What is to stop him from going to a single master he trusts? At this point the author is just looking for reasons to have him do illegal things. And then there is how he makes constantly unintelligent decisions. Why the hell would he go to buy the plans instead of just going to the library first. And in what INSANE world would he think that making a doll of her would be a good idea. And all the secrets he keeps for no reason from his friends. The whole thing is just badly written and makes no sense.<br/><br/>The romance scenes. So gross, so much cringe virtue signaling. From the disease section to the 'not all men' section, it just never stops. It's like reading a shitty harem anime. And what romance scenes that aren't cringe aren't even spicy, they are just boring and self-masturbatory. You could write pages on what's wrong with the 'romance' in this novel.<br/><br/>I mentioned this in the review for book one, but Rothfuss is constantly shoehorning the story into his grand vision for the plot. It's like he wrote an outline that said: MC needs to be poor, really poor, and did I mention destitute. But then when he starts actually writing, the story and the characters and simple logic make it clear that he should be able to casually make money, so the author is forced to either ignore logic or to make up silly plot happenings to ensure that we have a shitty explanation for why MC remains destitute. Like when he saved the mayor's life, got him a brand new wife, eliminated the bandits, AND took care of a murdering and raping troop, and the mayor tells him he is hopelessly in debt to him, and yet MC still manages to barely capitalize on this. Whether it is from MC's unexplained sudden inaptitude or a contrived hatred for the Ruh, he manages to never get any decent reward. <br/><br/>I don't know. It's honestly a bit hard to understand how TWMF gets such glowing reviews, considering its flaws. This book is so well-liked that I'm tempted to put more effort into seriously criticizing it, but I kinda just want to move on with my life.",Fantasy|Fiction|Epic Fantasy|High Fantasy|Audiobook|Magic|Science Fiction Fantasy
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,3,"I was very lulled into the first half of the book. I've always been a sucker for living vicariously through the life of a prodigy, especially magical ones. For some reason it's just great fun to watch a young student kick ass. So I found a lot to like in the first section of the book, with the broodingly powerful innkeeper, the traveling troop, and the hijinks at school. <br/><br/>However, there are some constant flaws that underly the writing, specifically with consistent portrayal of character decision making. We are presented with this MC who is an undisputed prodigy in every possible field he tries his hand at. He is wickedly intelligent, creative, picks up languages and mental techniques fast, is a beautiful singer and musician, can hold a conversation with the best of them, and is even easy on the eyes. <br/><br/>And yet somehow, after 6 months or so of mourning in the forest, when he enters the city, he somehow manages to be a useless twat for three entire years. At no point does he juggle for money, tell stories, sing, use magic, or even use his intelligence in any way. He just lives in abject miserable poverty with barely a hint of explanation from the author as to why the reader is suddenly expected to completely ignore the MC's immense innate talent, his prodigal existing skills, his ridiculous ability to pick up new techniques, and his already vast knowledge on seemingly every subject, from math to medicine<br/><br/>Oh sure, there's a hand wave here and there about traumatic memories, but this in no way explains his miserable state as a starving, helpless street urchin.<br/><br/>The school section seemed to finally get us back on track, but then the story started to fall apart for me again during the journey to explore the blue fire. All the conversations seemed lame and stilted, and the plot was silly. This author really seems to gravitate towards this plot device of accidental or malicious drugging, and it's always weakly implemented.<br/><br/>It is also worth mentioning that the writing of female characters is very weak, despite some rather off-putting virtue signaling by the author about consent and violence. Every female character is either beautiful or mysterious or incredibly talented. In short, every female character manages to be the object of one male fantasy or another. <br/><br/>I certainly don't mind reading about smart and beautiful women, but there is a difference between beautiful women as people and beautiful women as plot devices. As a quick tally, we have the gorgeous library girl who exists to be gorgeous and saved in the fire. Then we have the cute but crazy rooftop girl, who exists to be cared for like a stray cat. Then we have stunning but flighty Dana, who exists to be tragically unobtainable...and on and on. <br/><br/>Then there is the weird virtue signaling. I must mention here that the virtues being signaled are obviously commendable, however the awkward signaling of them was just...weird. Like we have that one scene where Dana has been drugged and is crying and telling MC how she knows he would never beat her, even if he had to. And instead of the writing feeling like an honest exploration of violence it was instead somehow cheap and pandering. I should also note that at the time of writing, I'm halfway done with the second book, and there is a similar weird scene when MC has the anti-inhibition drug. <br/><br/>Anyway, this book had a lot of promise, and had a significant head start by being from a genre I am almost guaranteed to enjoy. But it was consistently held back by weak character writing and contrived plots. Obviously I liked it enough to read the second one, but it won't be at the top of my fantasy recommendation list.",Fantasy|Fiction|Epic Fantasy|High Fantasy|Audiobook|Magic|Science Fiction Fantasy
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,3,"Not great, but a solidly entertaining book. I was reading some dry non-fiction and needed a break and picked this one up. It's cringey and predictable, but in a way that makes you look forward to the next scene instead of wanting to put it down. <br/><br/>The writer definitely struggles to show and not tell -- you can especially see this with characters like Astrid, who are written to be amazing and perfect and incredible and awesome and wonderful but are mostly shown being materialistic and weak. <br/><br/>I think a big part of the enjoyment is vicariously living these wild lives through the story -- the idea of buying the hotel where the manager snubs you, or casually taking a private jet to a private island of debauchery. <br/><br/>I do think it was pretty interesting that even the best of the characters were still incredibly shallow and materialistic at times, like Astrid with her $200,000 dresses and Araminta with her island shopping spree and awful friends. I think we are meant to like both of these characters or at least sympathize with them, but they are nonetheless often shown in a decidedly mixed light. <br/><br/>I could definitely have done with some more resolution on the ending, but I guess that is what the rest of the series is for. I won't read the next books immediately, but I wouldn't mind picking them up if I wanted a light read.",Fiction|Romance|Contemporary|Audiobook|Book Club|Chick Lit|Adult
5148,A Separate Peace,John Knowles,3,,Classics|Fiction|Young Adult|Historical Fiction|School|Coming Of Age|High School
30553,The Road to Wigan Pier,George Orwell,3,,Nonfiction|History|Classics|Politics|Sociology|Literature|Biography
62335396,"The Ashes & the Star-Cursed King (Crowns of Nyaxia, #2)",Carissa Broadbent,3,"For a romance novel, the action and the plot were actually pretty enjoyable and fun. Although I definitely spent the first half <i>hating</i> the fmc mmc conflict. Like, ugh. Why does book two of every romance series have to be frenemies. I'm so bored of it; just make up your mind. Once our main characters finally reconciled it was such a relief. I will admit that the author provided very convincing reasons for the conflict, so at no point did I feel like it was manufactured.<br/><br/>The romance in this series is notable and somewhat trauma oriented. The author's emphasis on constant, vocal consent is noticeable in the first book, but by the second book it is almost fetishized. And consent is not just a romantic thing. For instance in the first book, you see it in a lot of little scenes, like how fmc will shy away from any vampires, and subsequently it is presented as a big deal when mmc allows her to have physical space. There is also that one blood drinking scene in the first book with the knife and mmc being so careful to make sure fmc is ""in control"".<br/><br/>By the second book, it's kind of a constant background note in all romantic scenes, and a non-trivial part of the romantic development is fmc feeling more and more comfortable with mmc. There's one scene in particular where the mmc makes a huge deal about getting consent for missionary, since unlike when fmc is on top, in missionary she would be ""trapped"", and fmc has an internal monologue talking about how surprising it is to feel safe with him, etc. <br/><br/>Mmc has been through intense trauma for 70 straight years, and fmc had a traumatic first experience, and had grown up as a weak human in a world of vampires, which is presented as its own trauma. These themes of trauma and how they affect the platonic and romantic relationship are frequently explored. <br/><br/>The romantic scenes themselves are pretty well-written, better than A Fate Inked in Blood, I think. Although I will say that this author does not hold back on the whole vampire thing. She manages to make blood sucking a very sensual part of the romantic scenes. <br/><br/>Anyway, there were a few plot points that bothered me. Septimus was presented as extremely calculating, and based on the socio-politic landscape the author showed us, I saw no real reason for him to betray the main characters. It made for an interesting plot, but didn't make much sense. Additionally, the power scaling sometimes seemed off. Vincent razed whole cities with his power, but sometimes our main characters, even with their combined strength, will struggle against far lesser enemies.  We are simultaneously shown terrifying power and unexplained inadequacies, depending on what the plot requires. <br/><br/>Finally, the coreatus bond was not perfectly justified. Clearly the vampire god can casually bring people back to life, based on the ending to the first book. So in the second book, bringing mmc back to life would be a trivial thing. She wouldn't have needed to ruin the bloodlines with a heart bond to do it. But for plot reasons, we needed this special bond. It was fun to have it end that way, but it didn't make logical sense.<br/><br/>I also had some problems with the pacing. This whole series kinda seems like big battle, almost die, miraculous recovery, BIG BATTLE, ALMOST DIE, MIRACULOUS RECOVERY, again and again and again. They kinda stop being exciting when they happen so often and everyone always miraculously recovers no matter what. <br/><br/>To sum up, if you are willing to slog though the frenemies bit, and a plot complaint here and there, this is a fun continuation to the first book in the series.",Fantasy|Romantasy|Romance|Vampires|Fantasy Romance|Enemies To Lovers|Audiobook
1953,A Tale of Two Cities,Charles Dickens,3,"Another beautifully written work by Dickens, this is not the sort of thing you can listen to at 1.7x speed. I managed to get this one narrated by Anton Lesser, who was excellent, as always. <br/><br/>Even more so than Great Expectations, this book is absolutely packed with quick historical references. I had a good time on this site afterwards, learning about some of the references in the first couple chapters. https://dickens.stanford.edu/tale/print_issue1_gloss.html<br/><br/>It is hard to say whether I simply wasn't in the mood, or if the book really was worse, but I certainly enjoyed myself less in this novel than in Great Expectations. It is true that it moves at a faster pace, covers an interesting subject matter, and has an engaging plot. However, as with Great Expectations, I often found all the character connections to be rather contrived, and some key elements to be rather predictable. <br/><br/>Overall I think this is a 3.5 on enjoyment rounded up to a 4 by virtue of the writing and the fact that I probably would recommend it to someone wanting to read some 1800s works.",Classics|Fiction|Historical Fiction|Literature|Historical|School|Novels
52694527,"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,2,"There is a lot of non-sensical stuff in this book. Why was the escaped thrall abandoned on the beach and then saved? Why do the blood sworn need to kill the jarl instead of talking? Why doesn't that bear thing they captured turn into a bear first in order to fight them instead of being captured? Why does the psychopath thrall have to kill the dad? <br/><br/>Sure, the setting and mythology are cool, but so much of this book reeks of manufactured action, and not of well-considered plot. The violence just makes no sense. <br/><br/>The characters do not act like real people, with motivations and strategies and a healthy concern for their own lives. Instead they fight and kill and die for no reason. Individuals jump into fights with impossible odds. War bands enter large battles with no planning or strategy. The violence isn't realistic, it is simply used by the author to make the book seem exciting and drive the endless revenge plots.<br/><br/>Speaking of plots, holy lameness. Depending on how you count, there are 3-6 main characters in the book, and FIVE of them are driven by a one revenge plot or another. Is this author incapable of writing anything unique or interesting??<br/><br/>Ugh, I'm tired of writing this review. This book sucked and I googled the rest of the series. Hard pass.",Fantasy|Fiction|Dragons|High Fantasy|Epic Fantasy|Mythology|Adult
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,4,"Ok, hear me out. Yes I know, it's full of cliches, and sometimes the plot can be a little silly. Like, what are the chances that her only friend in the world just happens to get teleported in and brutally murdered right in front of her? But the book is just so fun. <br/><br/>All the characters feel far more adult than the usual romance fare. It was nice not to have to slog through a bunch of whining and second guessing and pointless miscommunication. I also found the MMC FMC dynamic to be somewhat fresh. I mean, yes, he was tall, dark, and quietly dangerous, as always, but unlike the moody, frowning buckets of darkness that we usually get, he had a constant, playful positivity in his interactions. <br/><br/>The whole, I-murder-a-vampire-every-night plotline wasn't the most believable thing in the world, but at least it actually gave some credibility to our FMC's battle prowess. <br/><br/>I should probably clarify my 4 star rating by saying that this is not a book I would recommend to just anyone, but if you are in the market for a fun romance read with some definite spice, there are definitely worse options.",Fantasy|Romantasy|Romance|Vampires|Fantasy Romance|Enemies To Lovers|Fiction
36171988,Drawing Dimension: Shading Techniques—A Shading Guide for Teachers and Students,Catherine V. Holmes,1,"Perhaps one star is a little harsh, however I had high expectations for this book of which I was rudely disabused. I own several books geared towards beginners that reference shading here and there, and I expected this to be a book-length treatment of the critical sub-topic of shading. It was not. I expected to learn advanced and interesting shading techniques. I did not.<br/><br/>This book was a weird mix of far too basic and extremely complicated with no explanation. The horribly explained contouring section comes to mind. Additionally, it was text heavy with very few exercises or unique examples. Most of the content of the book is shown on the front cover. I don't necessarily mind a text heavy art book so long as the text is insightful and supports sufficient examples. 'Human Anatomy for Artists' by Eliot Goldfinger is a good example -- volumes of useful text explanation coupled with hundreds of brilliant illustrations. Unfortunately this book was a major disappointment.<br/><br/>As another reviewer mentioned, significant space was dedicated to milquetoast QA between the author and students that was usually unhelpful and often contained useless, self-congratulatory praise for the instructor's lesson. It seemed like a poor attempt at copying the style of Mark Kistler in his superior 'You Can Draw in 30 Days'.<br/><br/>I read this book in Kindle Format, however my review is of the contents of the book. I did not remove any stars for how pathetically the Kindle version was rendered. If for some reason you still wish to buy this book after reading my review, I would recommend purchasing a physical copy.",Art|Drawing|Nonfiction|Reference|Childrens|Crafts|How To
275196,The Complete Costume History / Vollständige Kostümgeschichte / Le Costume Historique,Auguste Racinet,4,"This is an absolutely gorgeous reproduction of the 1888 Le Costume Historique. It was originally published in 6 leatherbound volumes spanning a combined 3224 pages with over 500 plates, and a complete copy can set you back a couple grand. There are some excellent scans of the original work in the French here https://library.si.edu/digital-library/book/costume-historique. <br/><br/>This reproduction is <i>massive</i>, with images 3 to 4 times bigger than in the original copy, and it is wonderful to look at. As it comes in at less than 700 pages, much attention has been placed on reproducing the plates, at the cost of sacrificing a huge amount of the original text. What space that is given to the text is done so in usual Tachen form, it English, German, and French, further reducing the available real estate. <br/><br/>I find the work rather suffers from this choice, as there are countless instances where I have been flipping through the plates, found a particularly interesting numbered figure, gone to read the description, only to find that it has been excluded for brevity.<br/><br/>The publishers themselves mention this lack, and I understand its reasons, but it is unfortunate. Truth be told, if they sold this in a version twice as long but twice as expensive, I probably would not have bought it.<br/><br/>However, there is one missing element that I find inexcusable, and which is the primary reason I could never countenance giving this Tachen edition 5 stars. The book completely lacks any reasonable table of contents or index. If you come to this masterpiece hoping to look up a particular country or time period, you will be sorely disappointed. Although the book is loosely organized by historical period, and segmented within by the region under discussion, actually finding the region you are interested in is nigh impossible. I have spent ages flipping through the pages looking for a plate I had lost or a time period I wanted to explore without success.<br/><br/>If you have an interest in clothing, art, world culture, or in late 1800s books, then this is an easy recommendation.<br/>",Fashion|History|Nonfiction|Art|Fashion History|Reference|Coffee Table Books
2623,Great Expectations,Charles Dickens,4,"My first introduction to Dickens, this was a truly lovely novel. I listened to the Anton Lesser narration, and he did a wonderful job, nailing the various accents and manners of speech.<br/><br/>The writing is lovely, and the plot is fun and engaging, with lots of nice twists, even if they are sometimes predictable. The characters are quite interesting at times; Dickens felt no need to have the main character always be likeable. <br/><br/>It's perhaps a little cliche by modern standards, or perhaps I mean to say that the plot is at times contrived, but I still think that it holds up very well.<br/><br/>He's got some lovely turns of phrase:<br/><br/><blockquote> The sergeant took a polite leave of the ladies, and parted from Mr. Pumblechook as from a comrade; though I doubt if he were quite as fully sensible of that gentleman’s merits under arid conditions, as when something moist was going.</blockquote><br/><br/>There are also many instances where you have to really pay attention to catch references which would probably have been much more transparent at the time or writing. I shudder to think of how many I must have missed entirely.<br/><br/><blockquote> There were carved garlands on the panelled walls, and as he stood among them giving us welcome, I know what kind of loops I thought they looked like.</blockquote><br/><br/>Loops here, is of course in reference to the hangman's noose.<br/><br/>By the time of writing this review, I am almost done with Tale of Two Cities, and I think that Great Expectation is a gentler introduction to Dickens.<br/>",Classics|Fiction|Literature|Historical Fiction|School|Novels|Classic Literature
51212034,A Grown-Up Guide to Dinosaurs,Ben Garrod,3,,Nonfiction|Audiobook|Science|History|Dinosaurs|Animals|Palaeontology
46170,For Whom the Bell Tolls,Ernest Hemingway,3,"This is a hard rating for me, and sometime in the future I might turn this jumble of thoughts into a real review. I liked the book, especially Hemmingway's sad endings. And I liked the deep subject matter and the philosophical and political musings.<br/><br/>However I often felt the characters and the dialog to be forced, and I found the philosophy to be rather on the nose. I also found commentary on Pilar's descriptions to be self congratulatory.<br/><br/>Regarding the writing style, I preferred it to A Farewell to Arms, but didn't love the 'direct' spanish translations. The way 'thee' and 'thou' were used and molested instead of bothered, ect. I speak enough Spanish to get what he was going for, but I can't really fathom why. Robert Jordan was meant to be a professor of Spanish, with only a bit of an accent noticeable to a native speaker. So he would not have made these sorts of clumsy translations. And I find they harm the reading experience.<br/><br/>Furthermore, it is completely unclear to me what the pattern of usage for thee and thou was. Whenever I paid close attention, it neither lined up with usted and tu, nor with plural and singular, so I struggle to understand his intent.<br/><br/>A real shame to about all the 'I obscenity in the milk of thy mother's'. What a stupid world that censorship keeps authors from writing what they'd really like. <br/><br/>Anyway, I have some temptations to give this a 4, but the book really was a mixed bag for me, so it'll get a 3 for now. I read the Campbell Scott naration, and it was in a rather lovely, mid atlantic accent.",Classics|Fiction|Historical Fiction|Literature|War|Novels|American
10799,A Farewell to Arms,Ernest Hemingway,3,"I loved The Old Man and the Sea, but was initially very disappointed with A Farewell to Arms. The terse style that did so well in the mostly two character book struggled to convey the same emotions for me in the character and dialog dense Farewell to Arms.<br/><br/>From a historical sense, I loved reading all the dated references. The constant drinking, even while pregnant to 'keep the baby small'. Walking everywhere and not knowing where people were. Food not being available past lunch time. The attitudes towards marriage and the baby. It strikes me that fantasy writers really should read more written during the 1800 and early 1900s, as I rarely see these types of elements mentioned. <br/><br/>There were times while reading this book that I was sure I would give it two stars. It wasn't average, I felt, it was actively failing to meet expectations. But having finished it, and thinking over it, my opinion seems to grow and grow. I find myself fondly remembering the way I felt, living the lives with the characters. <br/><br/>And the ending. Holy shit what an incredible ending. If there is anything to say for Hemingway, he nails the feeling of deep loss, without ever needing to over sell it. <br/><br/>I think this may have been a 4 star read under different circumstances, maybe I'll revisit my rating if I end up recommending it to a lot of people, but for now I'll give it a 3.5 rounded down to a 3.",Classics|Fiction|Historical Fiction|War|Literature|Novels|Romance
60531420,The Sunlit Man,Brandon Sanderson,3,"Another enjoyable book by Sanderson. I don't know if I would call it low stakes, like Tess of the Emerald Sea, but it is definitely a somewhat cliched, story-tale kind of novel. I certainly had fun reading it, and enjoyed all the cross-references to Stormlight, but I'm not really itching to reccomend this to anyone, so I can't justify giving it higher than 3 stars.",Fantasy|Fiction|Science Fiction|Audiobook|Epic Fantasy|High Fantasy|Adult
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,4,"Short and fun, an excellent introduction if you want to get into Sanderson's writing. I'm certain that I have read this before as a part of some collection, but I was told I needed to read it before reading Sunlit Man, so I gave it a reread.<br/><br/>I feel like I've been giving away too many 4 stars lately, but I can't really find any reason to fault this story. It's compact and satisfying and quickly builds an interesting world.",Fantasy|Fiction|Short Stories|Novella|Audiobook|Horror|High Fantasy
